Drug name,Drug ID,Drug target,Target Pathway,Feature Name,n_feature_pos,n_feature_neg,ic50_effect_size,log_ic50_mean_pos,log_ic50_mean_neg,log_max_conc_tested,log_max_conc_tested_2,feature_ic50_t_pval,feature_delta_mean_ic50,feature_pos_ic50_var,feature_neg_ic50_var,feature_pval,tissue_pval,msi_pval,fdr,Tissue Type,Screening Set
"Irinotecan","1088","TOP1","DNA replication","TP53_mut","10","5",".66127149455493539","4.5342217248251107","3.5735349872672115","","",".18943735219057689",".96068673755789913","1.6003924630189663","1.0471834432187186",".24882055787152976","","","0","LIHC","GDSC2"
"Irinotecan","1088","TOP1","DNA replication","cnaLIHC7","4","11",".75691320040348842","5.0142439771529297","3.9229923887250404","","",".33294020005069824","1.0912515884278893","1.8326374855903886","1.3017408263052899",".21739130303529172","","","0","LIHC","GDSC2"
"Irinotecan","1088","TOP1","DNA replication","cnaLIHC10","3","12",".13284398689246338","4.051436443133869","4.2546319045987966","","",".91366148604983988","-.20319546146492762","2.8404584580829528","1.1393208908285464",".84013416774917227","","","0","LIHC","GDSC2"
"Oxaliplatin","1089","DNA alkylating agent","DNA replication","TP53_mut","10","5","2.3808089127037828","5.778454724979925","4.3353671797337618","","",".0093224136341192605","1.4430875452461631",".51862457744674806",".76736974754287568",".00079174740619916033","","",".23752422185974809","LIHC","GDSC2"
"Oxaliplatin","1089","DNA alkylating agent","DNA replication","cnaLIHC7","4","11",".0011707353043213732","5.2966104407958046","5.2977219441168026","","",".99768361035638264","-.0011115033209980751",".39340863975082596","1.0608263713789243",".99843059318582572","","","99.843059318582576","LIHC","GDSC2"
"Oxaliplatin","1089","DNA alkylating agent","DNA replication","cnaLIHC10","3","12",".98114224565505237","4.6107471358183778","5.4690951450844105","","",".32689859483984834","-.85834800926603272","1.1572079978901304",".8130387873331395",".15245876507475212","","","22.868814761212818","LIHC","GDSC2"
"BMS-536924","1091","IGF1R, IR","IGF1R signaling","TP53_mut","10","5",".46563896774089503","2.2687870236142373","2.8566148528847313","","",".55570353632987612","-.58782782927049393",".71901353161330217","2.0040609423240188",".41063360618283101","","","0","LIHC","GDSC2"
"BMS-536924","1091","IGF1R, IR","IGF1R signaling","cnaLIHC7","4","11",".1035536097196439","2.3663531418469668","2.5005029030161969","","",".87701193503388164","-.13414976116923016","1.4613340881315413","1.241385906024195",".86196229398438862","","","0","LIHC","GDSC2"
"BMS-536924","1091","IGF1R, IR","IGF1R signaling","cnaLIHC10","3","12","1.4369127692154455","1.196070684295867","2.7818943706398689","","",".18560529811113682","-1.5858236863440018","1.4343555441115634","1.0321782118711584",".044321871234952945","","","0","LIHC","GDSC2"
"GSK1904529A","1093","IGF1R, IR","IGF1R signaling","TP53_mut","10","5",".18724002450458394","4.4230547504032227","4.1539380513284412","","",".79743331660455841",".26911669907478153","1.0081404493542607","2.1040440863751342",".73792535598676534","","","0","LIHC","GDSC2"
"GSK1904529A","1093","IGF1R, IR","IGF1R signaling","cnaLIHC7","4","11",".20397472621964158","4.5482974747803464","4.2551861692320951","","",".64499466366012115",".29311130554825127",".78996297205893073","1.5802659153181957",".73242274347372471","","","0","LIHC","GDSC2"
"GSK1904529A","1093","IGF1R, IR","IGF1R signaling","cnaLIHC10","3","12","1.4292213112533498","2.9266844917075563","4.6850153571293136","","",".069351340933498609","-1.7583308654217573","1.0241715553020472","1.2641397589752164",".045304651780127568","","","0","LIHC","GDSC2"
"PRIMA-1MET","1131","TP53 activation","p53 pathway","TP53_mut","10","5",".2401640107355778","5.1868188537799425","5.6590634540690363","","",".66496640475571955","-.47224460028909387","2.0028525325284128","1.8816050896167424",".66823865969359642","","","90.814502282490707","LIHC","GDSC2"
"PRIMA-1MET","1131","TP53 activation","p53 pathway","cnaLIHC7","4","11",".06869150890518208","5.2445049535294199","5.3804987267297202","","",".89643271710073935","-.13599377320030026","1.5766167371933033","2.0855811538187905",".90814502282490706","","","90.814502282490707","LIHC","GDSC2"
"PRIMA-1MET","1131","TP53 activation","p53 pathway","cnaLIHC10","3","12","1.3145371212679071","3.530453289150254","5.7976788283911533","","",".093927248491980447","-2.2672255392408993","1.4894977430688245","1.7641362414359507",".062603940717018164","","","18.781182215105449","LIHC","GDSC2"
"Serdemetan","1133","MDM2","p53 pathway","TP53_mut","10","5",".55529328084124718","4.526943815157118","4.1086231996589841","","",".49464132527398802",".41832061549813382",".38805447835008894","1.2270245063974969",".32916583531541066","","","0","LIHC","GDSC2"
"Serdemetan","1133","MDM2","p53 pathway","cnaLIHC7","4","11",".28337696212144292","4.5486709672005556","4.3288972982785348","","",".54001851751640784",".21977366892202088",".46887245745866091",".84615215390040577",".63551266414213847","","","0","LIHC","GDSC2"
"Serdemetan","1133","MDM2","p53 pathway","cnaLIHC10","3","12",".49136171424314962","4.0865272148617633","4.4627477087734002","","",".54775000080796932","-.37622049391163692",".87950938262676759",".74309954140867984",".46011526922019019","","","0","LIHC","GDSC2"
"TW 37","1149","BCL2, BCL-XL, MCL1","Apoptosis regulation","cnaLIHC7","3","4",".38284698876171819","2.4519840152145531","2.0633846841733772","","",".61960261538380323",".38859933104117594",".81546722689242968","1.1286285060385495",".6374699486627019","","","0","LIHC","GDSC2"
"Erlotinib","1168","EGFR","EGFR signaling","TP53_mut","10","5",".73340493867613643","3.8157171599114945","3.0217967339445551","","",".34383410985046625",".79392042596693946",".73358307578623461","1.611718936794682",".20351181515244862","","","61.053544545734582","LIHC","GDSC2"
"Erlotinib","1168","EGFR","EGFR signaling","cnaLIHC7","4","11",".054193378528755817","3.5052002772586519","3.5677594690730108","","",".93506049927692403","-.062559191814358872","1.2936199612513253","1.1091908388302252",".92746420624936954","","","92.74642062493696","LIHC","GDSC2"
"Erlotinib","1168","EGFR","EGFR signaling","cnaLIHC10","3","12",".50708096705450345","3.0933725177447848","3.6655031429669465","","",".20764849607098265","-.57213062522216163",".42107427097165312","1.2133602350594617",".4462036008105168","","","66.930540121577522","LIHC","GDSC2"
"Rucaparib","1175","PARP1, PARP2","Genome integrity","TP53_mut","10","5",".29078678641938782","4.4806237962585769","4.2320492242435117","","",".62799789217080715",".24857457201506516",".81711342256113739",".93415426840077065",".60443905328901548","","","90.665857993352319","LIHC","GDSC2"
"Rucaparib","1175","PARP1, PARP2","Genome integrity","cnaLIHC7","4","11",".037523289505939111","4.3739932016318734","4.4064101161159845","","",".93845236935196819","-.032416914484111103",".59238017633865458",".93004220106357871",".94973609590931185","","","94.97360959093119","LIHC","GDSC2"
"Rucaparib","1175","PARP1, PARP2","Genome integrity","cnaLIHC10","3","12","1.4346835955649193","3.5535627854646266","4.6088163106174536","","",".050402810767032527","-1.055253525152827",".55293211310359269",".76405606888838873",".044604618646423393","","","13.381385593927018","LIHC","GDSC2"
"Niraparib","1177","PARP1, PARP2","Genome integrity","TP53_mut","10","5",".13345105206583741","4.6911796072711347","4.8060511464430054","","",".84577807853520992","-.11487153917187065",".68554798241093995","1.1621518480371114",".81130678141385448","","","0","LIHC","GDSC2"
"Niraparib","1177","PARP1, PARP2","Genome integrity","cnaLIHC7","4","11",".42125344096218581","4.4681340052520424","4.8245014349016548","","",".39061558410603547","-.35636742964961243",".5664692679014004",".91328899512321371",".48338937655524639","","","0","LIHC","GDSC2"
"Niraparib","1177","PARP1, PARP2","Genome integrity","cnaLIHC10","3","12",".1606257701316719","4.8400696106566583","4.7018202477463662","","",".70704970164479852",".13824936291029211",".40801224220520277",".91935441737284385",".80737232914442914","","","0","LIHC","GDSC2"
"MK-1775","1179","WEE1, PLK1","Cell cycle","TP53_mut","10","5",".74184001464546279","1.5696708758225013",".73037851857833258","","",".21066672361717551",".83929235724416873","1.1342478940315117","1.124853805479513",".19868007998167742","","","0","LIHC","GDSC2"
"MK-1775","1179","WEE1, PLK1","Cell cycle","cnaLIHC7","4","11",".67447086792121347","1.8591699544333091","1.0829019575803125","","",".29754377988970399",".77626799685299663","1.1532564313760336","1.1502296889079877",".26881458848434769","","","0","LIHC","GDSC2"
"MK-1775","1179","WEE1, PLK1","Cell cycle","cnaLIHC10","3","12",".14115907794552193","1.1536782129837748","1.3239638926804458","","",".87944083495508052","-.17028567969667097","1.66700851294459","1.1020831389047636",".83029292307030367","","","0","LIHC","GDSC2"
"Dinaciclib","1180","CDK1, CDK2, CDK5, CDK9","Cell cycle","TP53_mut","10","5",".46575829470309704","-2.1997459547491025","-2.8770966923611012","","",".47704507593212175",".67735073761199871","1.2807925038058594","1.7840165053430317",".41051685730752846","","","0","LIHC","GDSC2"
"Dinaciclib","1180","CDK1, CDK2, CDK5, CDK9","Cell cycle","cnaLIHC7","4","11",".17369974495033663","-2.6152153154139599","-2.3565528861491534","","",".77176140968281282","-.25866242926480654","1.4366154639460078","1.5045338457765929",".77078926988560115","","","0","LIHC","GDSC2"
"Dinaciclib","1180","CDK1, CDK2, CDK5, CDK9","Cell cycle","cnaLIHC10","3","12",".20441805350684683","-2.6689448922825405","-2.3646756943707423","","",".78845932720283851","-.30426919791179818","1.6337277652273774","1.4605026231800375",".75651200554477249","","","0","LIHC","GDSC2"
"Gemcitabine","1190","Pyrimidine antimetabolite","DNA replication","TP53_mut","10","5",".03515515684073648","1.5644502658490047","1.642791242916718","","",".94800479007917871","-.078340977067713258","2.3065835719111933","2.0416926281428989",".94979998624254502","","","94.979998624254506","LIHC","GDSC2"
"Gemcitabine","1190","Pyrimidine antimetabolite","DNA replication","cnaLIHC7","4","11",".3126960515131072","2.096101864585926","1.4067319467936301","","",".60741059110969697",".68936991779229584","2.1496680952412226","2.220815468784223",".6013095214865225","","","90.196428222978369","LIHC","GDSC2"
"Gemcitabine","1190","Pyrimidine antimetabolite","DNA replication","cnaLIHC10","3","12",".52152002123926944",".68317980546982759","1.8174099547220128","","",".58686678480267518","-1.1342301492521853","2.9987429556467751","1.9887176524118024",".433663592998763","","","90.196428222978369","LIHC","GDSC2"
"Bortezomib","1191","Proteasome","Protein stability and degradation","TP53_mut","10","5",".62031231116325436","-3.8932938542338569","-4.569987146846711","","",".24086938571533964",".67669329261285416","1.1681200806263057",".89303255334365217",".27786859863090402","","","0","LIHC","GDSC2"
"Bortezomib","1191","Proteasome","Protein stability and degradation","cnaLIHC7","4","11",".08430653251934013","-4.048221896945388","-4.1445442444355072","","",".85274999167402443",".096322347490119142",".67623511613423948","1.2489135837450649",".88740570446948774","","","0","LIHC","GDSC2"
"Bortezomib","1191","Proteasome","Protein stability and degradation","cnaLIHC10","3","12",".45513517309232454","-4.5274548823485832","-4.0167091357938647","","",".49176800756312206","-.51074574655471849","1.0005496243483343","1.1429102653293608",".4931932120059217","","","0","LIHC","GDSC2"
"Tamoxifen","1199","ESR1","Hormone-related","TP53_mut","10","5",".51090553721417198","4.4865480046890633","3.9674261943412246","","",".49092768266670717",".51912181034783877",".72318896336045979","1.4760138918418892",".36793424915605577","","","0","LIHC","GDSC2"
"Tamoxifen","1199","ESR1","Hormone-related","cnaLIHC7","4","11",".085653819131658759","4.3793770700856083","4.2895547943867562","","",".82663121825514596",".089822275698852039",".37646692698155992","1.1777491984241519",".88562009167407807","","","0","LIHC","GDSC2"
"Tamoxifen","1199","ESR1","Hormone-related","cnaLIHC10","3","12","1.0347766434139245","3.5196128234040711","4.5119810456987111","","",".12054404794487522","-.99236822229463995",".72770440887504884",".99531472287824985",".13292822711519889","","","0","LIHC","GDSC2"
"Fulvestrant","1200","ESR","Hormone-related","TP53_mut","10","5",".81761086605345756","3.6640196821070932","3.1983459270305747","","",".19388298134075638",".46567375507651843",".54765786797618787",".61598184075076901",".15937081649737575","","","0","LIHC","GDSC2"
"Fulvestrant","1200","ESR","Hormone-related","cnaLIHC7","4","11",".35146455443514557","3.6655071105151107","3.451808910378487","","",".55440433798869493",".21369820013662366",".57016920637772195",".61892664000580622",".55755886171148272","","","0","LIHC","GDSC2"
"Fulvestrant","1200","ESR","Hormone-related","cnaLIHC10","3","12","2.3947843663696511","2.6857156722726501","3.714564953283821","","",".010017503890535732","-1.0288492810111709",".32685816247521798",".44576699881852822",".0026197105810129616","","","0","LIHC","GDSC2"
"EPZ004777","1237","DOT1L","Chromatin histone methylation","TP53_mut","10","5","1.6906990698368225","6.0108114530210619","4.8843736894677301","","",".077891219936263592","1.1264377635533318",".35801086935306836","1.0743729786779321",".0086644625277507697","","","0","LIHC","GDSC2"
"EPZ004777","1237","DOT1L","Chromatin histone methylation","cnaLIHC7","4","11",".16082111530233303","5.5321954333186003","5.672836476752261","","",".77829160970285094","-.14064104343366068",".78721691954710027",".89905744339685478",".78730919610802907","","","0","LIHC","GDSC2"
"EPZ004777","1237","DOT1L","Chromatin histone methylation","cnaLIHC10","3","12",".89215566357859888","5.0508217817342924","5.7814598026955331","","",".46415983547270018","-.73063802096124064","1.4024842116616432",".65955045428934012",".19022175416740209","","","0","LIHC","GDSC2"
"YK-4-279","1239","RNA helicase A","Other","TP53_mut","10","5",".35544252571515073","3.3322321853017307","2.8711136314943042","","",".5445961852728971",".4611185538074265","1.2705520829728123","1.3555803917557292",".52767171728754692","","","0","LIHC","GDSC2"
"YK-4-279","1239","RNA helicase A","Other","cnaLIHC7","4","11",".1855859418610486","3.3572288797806804","3.1135431355787375","","",".71173242129996184",".24368574420194289",".95126242182829057","1.4035310444608309",".75564472955476525","","","0","LIHC","GDSC2"
"YK-4-279","1239","RNA helicase A","Other","cnaLIHC10","3","12",".66106127261705727","2.5079472516915104","3.3461706879511919","","",".39436721556175225","-.83822343625968143","1.3201751231949828","1.25827713047669",".32446261133703586","","","0","LIHC","GDSC2"
"Daporinad","1248","NAMPT","Metabolism","cnaLIHC7","3","5",".58243733327216241","-4.0457967113012279","-2.3043917098336535","","",".36786338597292018","-1.7414050014675744","1.4457879504341808","3.5162090580840313",".45553502868110946","","","0","LIHC","GDSC2"
"Daporinad","1248","NAMPT","Metabolism","cnaLIHC10","3","5",".20166437599844833","-2.5635992143688102","-3.1937102079931043","","",".82881962397355435",".63011099362429412","4.209095100219141","2.40541153551822",".79170529330864059","","","0","LIHC","GDSC2"
"BMS-345541","1249","IKK-1, IKK-2","Other","TP53_mut","10","5","1.0423114335387365","4.0151025186815961","3.1196717177836861","","",".13273924343305518",".89543080089790994",".77393656504780706","1.0251195225803249",".079421158570709624","","","0","LIHC","GDSC2"
"BMS-345541","1249","IKK-1, IKK-2","Other","cnaLIHC7","4","11",".38193353521480278","3.448922557774067","3.8139721404216473","","",".49138747108489511","-.36504958264758036",".80278428204081331",".9971282503313893",".52442749483096041","","","0","LIHC","GDSC2"
"BMS-345541","1249","IKK-1, IKK-2","Other","cnaLIHC10","3","12",".48389444987021063","3.3484565330001765","3.8086678480611549","","",".2698979354693985","-.46021131506097834",".44201471666383124","1.0165840344357502",".46681806716090346","","","0","LIHC","GDSC2"
"AZ960","1250","JAK2, JAK3","Other, kinases","TP53_mut","10","5",".2640869310805829","2.6667275624111233","2.2973002586967186","","",".64923483594416997",".36942730371440469","1.3755315037717881","1.4500565307275952",".63771255245722358","","","0","LIHC","GDSC2"
"AZ960","1250","JAK2, JAK3","Other, kinases","cnaLIHC7","4","11",".24264833325064419","2.2941005112985735","2.6343068065818671","","",".6315396205473518","-.3402062952832936","1.0239309301159762","1.4969820041793336",".68449292981108678","","","0","LIHC","GDSC2"
"AZ960","1250","JAK2, JAK3","Other, kinases","cnaLIHC10","3","12","1.2626217167065941","1.2905191603092625","2.8568516197222542","","",".058744690374473919","-1.5663324594129917",".86917312239835376","1.2966839622044835",".07229563699323148","","","0","LIHC","GDSC2"
"Talazoparib","1259","PARP1, PARP2","Genome integrity","TP53_mut","10","5",".51265242906758668","4.68289011317","4.1761600562314172","","",".31132666260242448",".50673005693858286","1.0778785371997359",".74916169374652797",".36635045173986497","","","54.95256776097974","LIHC","GDSC2"
"Talazoparib","1259","PARP1, PARP2","Genome integrity","cnaLIHC7","4","11",".97206351816515724","5.1748909215928087","4.2736488842259854","","",".040772090035878381",".90124203736682329",".48162794586929142","1.0236616218414611",".11984490052454766","","","35.953470157364301","LIHC","GDSC2"
"Talazoparib","1259","PARP1, PARP2","Genome integrity","cnaLIHC10","3","12",".05016761703298965","4.5549558861471686","4.5037361462012981","","",".94112384143399463",".051219739945870479",".98560043766998184","1.0272725284047679",".93923479830310652","","","93.923479830310654","LIHC","GDSC2"
"XAV939","1268","TNKS1, TNKS2","WNT signaling","TP53_mut","10","5",".20011351048170134","4.6290908559804951","4.4372593906219224","","",".66637704902844663",".19183146535857265","1.0802353202123347",".60084043926058639",".72072161279918801","","","0","LIHC","GDSC2"
"XAV939","1268","TNKS1, TNKS2","WNT signaling","cnaLIHC7","4","11",".26494475582460625","4.3794067740884115","4.6326889469600836","","",".50651301566280971","-.2532821728716721",".36365692726766019","1.0716323324034065",".6574767428229723","","","0","LIHC","GDSC2"
"XAV939","1268","TNKS1, TNKS2","WNT signaling","cnaLIHC10","3","12",".34622941848839095","4.8291218368472144","4.4991533335310772","","",".45284494005927256",".32996850331613725",".50811100738252235","1.0131504745177125",".60075707258206701","","","0","LIHC","GDSC2"
"Trametinib","1372","MEK1, MEK2","ERK MAPK signaling","TP53_mut","10","5","1.1811088986896356",".86572629212811214","-.80049348651393615","","",".11288645693017568","1.6662197786420483","1.191337912972056","1.8095792934332455",".050364041731423365","","","0","LIHC","GDSC2"
"Trametinib","1372","MEK1, MEK2","ERK MAPK signaling","cnaLIHC7","4","11",".68797812033678285","1.0986086469018213",".023669172827650818","","",".11625205177016892","1.0749394740741705",".72386275139271372","1.7368014886425269",".25979671544566879","","","0","LIHC","GDSC2"
"Trametinib","1372","MEK1, MEK2","ERK MAPK signaling","cnaLIHC10","3","12",".584135337543224","-.43472436483672033",".49658071526846698","","",".60174153269421982","-.93130508010518731","2.5944673917754817","1.3342367762469005",".38196298404812795","","","0","LIHC","GDSC2"
"Dabrafenib","1373","BRAF","ERK MAPK signaling","TP53_mut","10","5",".82552366238557207","5.5724556469756781","4.7578768583666982","","",".28149730414031182",".81457878860897992",".71060196516595719","1.4241645071831883",".15567165616056208","","","0","LIHC","GDSC2"
"Dabrafenib","1373","BRAF","ERK MAPK signaling","cnaLIHC7","4","11",".41651605106068623","5.6213862638656007","5.1843996096479881","","",".4876520761166836",".43698665421761262",".98828978024223635","1.0667276271371839",".48822859642155902","","","0","LIHC","GDSC2"
"Dabrafenib","1373","BRAF","ERK MAPK signaling","cnaLIHC10","3","12",".58115978080922603","4.8185089753473402","5.4215344862956876","","",".64102648344306268","-.60302551094834733","1.9038869430801355",".78317903842356817",".38432059985914852","","","0","LIHC","GDSC2"
"Temozolomide","1375","DNA alkylating agent","DNA replication","TP53_mut","10","5",".83088507697178715","7.0524737811213525","6.4461865845953499","","",".16520885003069646",".6062871965260026",".73242614421931507",".72349057517974324",".15320685048000859","","","0","LIHC","GDSC2"
"Temozolomide","1375","DNA alkylating agent","DNA replication","cnaLIHC7","4","11",".086887309201662488","6.7999796001762602","6.8687047575895663","","",".89332478204584587","-.068725157413306093",".85533060123337923",".77061284906915584",".88398586748123031","","","0","LIHC","GDSC2"
"Temozolomide","1375","DNA alkylating agent","DNA replication","cnaLIHC10","3","12",".72694906912469714","6.4109288907957813","6.9602403384835769","","",".19120504529657559","-.54931144768779561",".49068703691724114",".79437434574069932",".28044811058910063","","","0","LIHC","GDSC2"
"Bleomycin (50 uM)","1378","dsDNA break induction","DNA replication","TP53_mut","10","4",".0083558321168483492","4.789412498930286","4.8001583539195884","","",".98636236690989443","-.010745854989302472","1.4027422376997265",".84406188961206841",".98896321232870144","","","98.89632123287015","LIHC","GDSC2"
"Bleomycin (50 uM)","1378","dsDNA break induction","DNA replication","cnaLIHC7","4","10",".47518209538292083","4.3672607074843839","4.9625715575043685","","",".47653816407697008","-.59531085001998463","1.3449574116297516","1.2205433639656691",".43747725069930105","","","87.49545013986021","LIHC","GDSC2"
"AZD5438","1401","CDK2","Cell cycle","TP53_mut","10","5",".99956034917418712","2.9486844541323558","1.8546667889364634","","",".14662301455579216","1.0940176651958924",".98605298955594545","1.3059820439970546",".091066375905880625","","","0","LIHC","GDSC2"
"AZD5438","1401","CDK2","Cell cycle","cnaLIHC7","4","11",".094538111854506168","2.4990521992879691","2.6149063353503634","","",".83117474052829599","-.11585413606239436",".68336008853896235","1.3461919733500269",".87386211591369289","","","0","LIHC","GDSC2"
"AZD5438","1401","CDK2","Cell cycle","cnaLIHC10","3","12","1.0193394341502606","1.6676972504327756","2.8130905612256289","","",".043503579860628874","-1.1453933107928533",".55678754569775135","1.1982561686940409",".13831549945477667","","","0","LIHC","GDSC2"
"IAP_5620","1428","IAP","Other","TP53_mut","10","5",".20215240618598557","5.2968549348889731","5.0999716279883538","","",".63868609333634074",".19688330690061928","1.1326820597673577",".44283872821485909",".71801105521173447","","","0","LIHC","GDSC2"
"IAP_5620","1428","IAP","Other","cnaLIHC7","4","11",".2156574321368652","5.3852526009807509","5.1752179168098627","","",".7231212290209188",".21003468417088822",".95898584812636534",".97836538216236657",".71780887881418742","","","0","LIHC","GDSC2"
"IAP_5620","1428","IAP","Other","cnaLIHC10","3","12",".50915647173442646","5.6207950660042201","5.1338351909015687","","",".49188117152591831",".48695987510265137",".97177273281838172",".95358444441256152",".44438695993832111","","","0","LIHC","GDSC2"
"AZD2014","1441","mTORC1, mTORC2","PI3K/MTOR signaling","TP53_mut","10","5",".036155141686381433","2.3422023053382164","2.2863182775727742","","",".93823325922284018",".055884027765442212","1.7347600969398687",".99672382884722943",".94837425279711263","","","94.837425279711269","LIHC","GDSC2"
"AZD2014","1441","mTORC1, mTORC2","PI3K/MTOR signaling","cnaLIHC7","4","11",".24374376802453199","2.0490797580794875","2.4233904917207352","","",".66291744807026154","-.37431073364124767","1.3284227860460163","1.5925975853361034",".68315460618483037","","","94.837425279711269","LIHC","GDSC2"
"AZD2014","1441","mTORC1, mTORC2","PI3K/MTOR signaling","cnaLIHC10","3","12",".38325441551302875","1.8558848276363642","2.4404966631947453","","",".29256428332578943","-.58461183555838114",".41370406738306265","1.6488625413970792",".56287838706706683","","","94.837425279711269","LIHC","GDSC2"
"AZD1208","1449","PIM1, PIM2, PIM3","Other, kinases","TP53_mut","10","5",".87392246818860964","5.8115122725089137","5.2703751332850883","","",".083826405069651083",".54113713922382534",".68985583711798437",".41871312203679945",".13460060281906694","","","40.380180845720083","LIHC","GDSC2"
"AZD1208","1449","PIM1, PIM2, PIM3","Other, kinases","cnaLIHC7","4","11",".017978385682022729","5.6400602275071101","5.6278870437714668","","",".98282465814194975",".012173183735643356","1.0052903641376063",".54113118381859959",".97590350224650091","","","97.590350224650095","LIHC","GDSC2"
"AZD1208","1449","PIM1, PIM2, PIM3","Other, kinases","cnaLIHC10","3","12",".074750946326362672","5.5906614639362502","5.641251166642153","","",".94502095182946222","-.050589702705902795","1.1052039261750712",".5649936934235944",".90957787348557606","","","97.590350224650095","LIHC","GDSC2"
"AZD1332","1463","NTRK1, NTRK2, NTRK3","RTK signaling","TP53_mut","10","5",".29023272026222258","3.4550858502016899","3.871143193493237","","",".64040386569220131","-.41605734329154709","1.322782650334704","1.655847669400129",".60512062609127015","","","0","LIHC","GDSC2"
"AZD1332","1463","NTRK1, NTRK2, NTRK3","RTK signaling","cnaLIHC7","4","11",".44926716800589739","4.0606266405747817","3.4240061733803597","","",".46993179952468755",".636620467194422","1.3980651570848697","1.4226569328827166",".45537522000509723","","","0","LIHC","GDSC2"
"AZD1332","1463","NTRK1, NTRK2, NTRK3","RTK signaling","cnaLIHC10","3","12",".9743803454984542","2.551945191324386","3.8542282412924944","","",".27763599405953371","-1.3022830499681084","1.5418275042829146","1.2957062309565937",".15508686284612996","","","0","LIHC","GDSC2"
"SN-38","1494","TOP1","DNA replication","TP53_mut","10","5",".56884365852960117",".97052123637908405","-1.1043702419832109","","",".27432807784641627","2.0748914783622947","3.9302000258542567","2.9130219885213942",".31794062681451868","","","0","LIHC","GDSC2"
"SN-38","1494","TOP1","DNA replication","cnaLIHC7","4","11",".78995355273151546","2.3376604444165587","-.46975278398104087","","",".22969778162456647","2.8074132283975994","3.5474596158531839","3.5558253953260084",".19913307709007666","","","0","LIHC","GDSC2"
"SN-38","1494","TOP1","DNA replication","cnaLIHC10","3","12",".13880692268004965","-.14187537752898019",".38408227387181082","","",".86645366668623502","-.52595765140079098","4.5804256428645767","3.6267579705431094",".83307385243732046","","","0","LIHC","GDSC2"
"Ruxolitinib","1507","JAK1, JAK2","Other, kinases","TP53_mut","10","5",".48009570793504713","5.2297680316688719","4.8509701698438104","","",".3241730890563963",".37879786182506159",".87637812494367928",".54326001563063975",".39665002492795465","","","59.497503739193206","LIHC","GDSC2"
"Ruxolitinib","1507","JAK1, JAK2","Other, kinases","cnaLIHC7","4","11",".71876439251940649","5.5085375438668791","4.9562164536763866","","",".20119393167252839",".55232109019049247",".61435774057308434",".80895125019322167",".24012068399045164","","","59.497503739193206","LIHC","GDSC2"
"Ruxolitinib","1507","JAK1, JAK2","Other, kinases","cnaLIHC10","3","12",".028106079176555821","5.0852460256752563","5.1080660907401674","","",".97054925015572024","-.022820065064911077",".89774694144746792",".79532824089124399",".96593137925783357","","","96.593137925783353","LIHC","GDSC2"
"Linsitinib","1510","IGF1R","IGF1R signaling","TP53_mut","10","5",".31743149632074225","4.0971710250724449","4.445942385596771","","",".53787002921594818","-.34877136052432611","1.1770631642808482",".89782883469901065",".57212662176528373","","","85.818993264792567","LIHC","GDSC2"
"Linsitinib","1510","IGF1R","IGF1R signaling","cnaLIHC7","4","11",".81276473210757261","3.594663225422563","4.4384335706380051","","",".40293264992325817","-.84377034521544214","1.7145136977800313",".72056253164542938",".18727334158519138","","","56.182002475557411","LIHC","GDSC2"
"Linsitinib","1510","IGF1R","IGF1R signaling","cnaLIHC10","3","12",".081482816014059531","4.1409311665963111","4.2315523899099476","","",".86631232495764499","-.090621223313636534",".66997675691378389","1.1748001855435335",".90147922115077483","","","90.147922115077478","LIHC","GDSC2"
"Epirubicin","1511","Anthracycline","DNA replication","TP53_mut","10","5",".64129142281748108","1.1142365506564973","-.057641850417606014","","",".24794729926007644","1.1718784010741032","1.9025543313162143","1.6457037365211769",".26268111924168336","","","39.402167886252506","LIHC","GDSC2"
"Epirubicin","1511","Anthracycline","DNA replication","cnaLIHC7","4","11",".86818999453988688","1.854461682874752",".31239177481617586","","",".30114073661979612","1.542069908058576","2.4211373683524977","1.5305985102525923",".16087656361384395","","","39.402167886252506","LIHC","GDSC2"
"Epirubicin","1511","Anthracycline","DNA replication","cnaLIHC10","3","12",".026722055190474717",".76468071687931516",".71334284198658315","","",".98074327865736577",".051337874892732005","3.2105474415612512","1.577307491811814",".9676079574398968","","","96.760795743989675","LIHC","GDSC2"
"Cyclophosphamide","1512","Alkylating agent","DNA replication","TP53_mut","10","5",".89229672064477605","6.0096701907644299","5.4003670050695591","","",".26913908589033647",".60930318569487074",".43508686091739857","1.0437858941692046",".12727094845027143","","","19.090642267540716","LIHC","GDSC2"
"Cyclophosphamide","1512","Alkylating agent","DNA replication","cnaLIHC7","4","11",".059930456900740614","5.7736507877389478","5.818539434730571","","",".90252967734421352","-.044888646991623204",".52039653892367421",".80503503577985369",".91981293955589982","","","91.981293955589976","LIHC","GDSC2"
"Cyclophosphamide","1512","Alkylating agent","DNA replication","cnaLIHC10","3","12","1.5147327354721298","5.045543588857571","5.9968255138682798","","",".21694261924265554","-.95128192501070874",".94425758503812696",".55136756465015124",".035449083874629139","","","10.634725162388742","LIHC","GDSC2"
"Pevonedistat","1529","NAE","Other","TP53_mut","10","5",".016326717632558059","2.3479927419155526","2.3834709819977027","","",".97987867518529281","-.035478240082150059","1.887968692206345","2.7067611233913249",".97667264911685692","","","97.667264911685692","LIHC","GDSC2"
